show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform,imdb_rating
s1711,Movie,Max Steel Team Turbo,"Dan Fraga, Lloyd Goldfine",,,,2020,ALL,43 min,"Animation, Kids","When Max's greatest enemies unite to take down N-Tek and conquer Copper Canyon, Max and Steel realize they can't save the day on their own. It's time to form a new team of heroes with Tempestra, La Fiera, and Cytro ...Team Turbo!",amazon,
s1712,Movie,Max Steel Fusion Tek,"Dan Fraga, Lloyd Goldfine",,,,2020,ALL,64 min,"Animation, Kids","""With the help of some incredible new technology, Connect Tek, Max Steel is going to put together a super team of their own! Tempestra! With the power of the storms! La Fiera! Raging like a beast! And Cytro! A robotic powerhouse! Together with Max Steel they are Team Turbo!""",amazon,
s1713,Movie,Matt Braunger: Big Dumb Animal,Steven Feinartz,Matt Braugner,,,2015,18+,66 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Recorded live at The Bell House in Brooklyn, Big Dumb Animal is Matt Braunger at his best. He gives everyone a glimpse at what it's like to be a big dumb animal with an anger problem. He explores a vast array of topics ranging from the absurdity of a quiet Jägerbomb to his overly nice hometown of Portland, Oregon.",amazon,7.4
s1714,Movie,Matt Besser: Pot Humor,"Brian Volk-Weiss, Matt Besser",Matt Besser,,,2019,18+,70 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Welcome to the North West Cannabis Club in Portland, Oregon where you better be ready to get a contact high off the comedy of the one and only Matt Besser. Take an introspective journey through the universe that's filled with love, laughter, songs and jokes. And be ready to smoke weed in all the different ways one possibly can. Oh, and don't be a narc!",amazon,7.0
s1715,Movie,Mathu Vadalara,Ritesh Rana,"Sri Simha Koduri, Athulya Chandra, Vennela Kishore, Satya Akkala, Naresh Agastya",India,,2019,16+,129 min,Drama,"Babu is a delivery boy living with his friends Yesu and Abhi. Due to his meagre salary, he decides to quit, but then Yesu gives him an idea. The idea, however, soon spirals out of control and Babu finds himself deep in trouble. Will he survive the consequences of his own actions?",amazon,8.3
s1716,TV Show,Match Game,,Gene Rayburn,,,1978,TV-PG,3 Seasons,"Special Interest, Unscripted",Two contestants try to match six celebrities in a game of fill-in the missing blank.,amazon,
s1717,Movie,Masterminds,Roger Christian,"Patrick Stewart, Vincent Kartheiser, Brenda Fricker, Bradley Whitford, Matt Craven, Jon Abrahams, Katie Stuart, April Telek, Teryl Rothery, Callum Keith Rennie",,,1998,PG-13,101 min,"Action, Suspense, Young Adult Audience",A villainous security systems expert takes the students of an exclusive school hostage in exchange for half billion dollars. Meanwhile an adolescent computer hacker hides in the basement and engages in a cat and mouse battle from the inside.,amazon,
s1718,Movie,Master (Telugu) [4K UHD],Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction.",amazon,
s1719,Movie,Master (Telugu),Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction.",amazon,5.0
s1720,Movie,Master (Tamil) [4K UHD],Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction.",amazon,
s1721,Movie,Master (Tamil),Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction.",amazon,
s1722,Movie,Master (Malayalam) [4K UHD],Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction.",amazon,
s1723,Movie,Master (Malayalam),Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction.",amazon,
s1724,TV Show,Massage Detective Joe,,,,,2017,TV-NR,1 Season,TV Shows,"Joe Yabukihara (Yuichi Nakamaru) is a massage therapist who works for Madam Eco. She recognizes Joe's extraordinary massage talents, and sends him on various house, calls much to Joe's resentment, as he is quite an introvert. Wherever Joe goes, he gets involved in murder cases, but solves them, surprisingly, through massage. His catchphrase is ""That's this case's pressure point!""
©TV TOKYO",amazon,
s1725,Movie,Maserati: A Hundred Years Against All Odds,Philip Selkirk,"Harald J. Wester, Nick Mason, Sir Stirling Moss, John Surtees, Giorgetto Giugiaro",,,2020,7+,89 min,Documentary,"Celebrate the long and storied history of one of the world's most recognizable icons, Maserati. From humble beginnings into a small Italian garage to the coveted and luxurious automobile we know today, witness the evolution of the business, the brand, and the cars themselves over 100 years. Featuring interviews with the Maserati family, world-famous racers, collectors, and more.",amazon,5.3
s1726,Movie,Mary Higgins Clark's: Pretend You Don't See Her,Rene Bonniere,"Emma Samms, Hannes Jaenicke, Beau Starr, Reiner Schoene, Laura Press, Stewart Bick",,,2002,PG-13,94 min,"Drama, Suspense","As she lay dying, a woman gives the only witness to her murder her daughter's journal, implying that her attacker may also be responsible for her child's death. Before giving the journal to the police, the witness makes a copy for herself - an act she will live to regret.",amazon,5.6
s1727,Movie,Mary Higgins Clark's: He Sees You When You're Sleeping,David Winning,"Erika Eleniak, Cameron Bancroft, Udo Kier, Greg Evigan",,,2002,PG,95 min,"Drama, Suspense","Sterling Brooks, a self-absorbed stock broker, is killed in a freak golfing accident. In order to secure a heavenly future, Sterling is given the opportunity to help a needy young girl reunite with her family in time for Christmas. An unusual Christmas mystery with a heartwarming finale.",amazon,5.5
s1728,TV Show,Martha Speaks,,,,,2010,TV-G,1 Season,Kids,Learn new words with Martha and her friends!,amazon,8.2
s1729,Movie,Marshall's Miracle,Jay Kanzler,"Shannon Elizabeth, Matthew Settle, Lauren Holly",,,2015,,90 min,"Drama, Kids","When Finn first finds Marshall, he is held in deplorable conditions by an animal hoarder on an isolated ranch. The boy sees something of himself in Marshall: Both are bullied, but both are brave. Finn takes the dog home, but when Marshall spooks and runs away, it takes Finn, his family, and a bully-turned-friend to find him before it's too late.",amazon,5.3
s1730,Movie,Married by Christmas,Letia Clouston,"Jes Macallan, April Bowlby, James Eckhouse",,,2016,13+,86 min,"Comedy, Romance","A high level executive must find herself a husband before Christmas in order to inherit a fortune. Stars Jes Macallan, April Bowlby and Coby Ryan McLaughlin.",amazon,5.6
s1731,TV Show,Married at First Sight,,"Neil Bowlus, Joseph Cilona, Ashley Doherty, Vanessa Nelson",,,2016,TV-14,3 Seasons,Unscripted,"The daring social experiment, Married at First Sight, returns for Season 3 where six singles from the Atlanta, Georgia area will marry a complete stranger.",amazon,
s1732,TV Show,Married At First Sight,,"Pepper Schwartz, Joseph Cilona",,,2014,TV-14,1 Season,TV Shows,"Who can forget falling in love, especially the first time and then losing touch? From the high school sweetheart who moved away, to the holiday romance that fizzled because of lost phone numbers, the emotional treasure hunts produce conclusions both heart-warming and heart-wrenching.",amazon,6.2
s1733,Movie,Marriage Counseling Films,Sprocket Flicks,,,,2018,13+,113 min,"Documentary, Special Interest",A collection of historical films documenting the issues of the problems in marriage.,amazon,
s1734,Movie,Maritime,,,,,2007,NR,33 min,Music Videos and Concerts,"The Promise Ring + the Dismemberment Plan = Pop music from the indie supergroup, Maritime.",amazon,
s1735,Movie,Mario And Fafa's Wacky Lessons,"Damien Eckhardt-Jacobi, Vincent Bova",,,,2019,ALL,18 min,Comedy,"Glove and Boots is a puppet-based video blog. The two main characters are a red, bearded humanoid named Mario , and an anthropomorphic groundhog named Fafa. In this compilation of Glove and Boots, enjoy a Mario and Fafa's interesting and comical sketches about beards, grandmas, and many more!",amazon,
s1736,Movie,Mario,Marcel Gisler,"Max Hubacher, Aaron Altaras, Jessy Moravec",,,2018,18+,124 min,"Drama, Sports","There's a ripple of disquiet in the locker-room when Leon, a new striker, joins the soccer team. Sharing a flat with keen rival Mario sets the scene for an unexpected love affair, but the path of gay love in this macho world is not an easy one. Mario is unwilling or unable to acknowledge the implications of what is happening. But pretend girlfriends don't fool everyone.",amazon,7.4
s1737,TV Show,Marine Recon,,"Gordon Forbes III, Steve Gellar",,,2005,13+,1 Season,"Documentary, Military and War","This is the real war in Iraq with real soldiers and real terrorists. And real footage so intense you'll forget you're not really there. Experience the fears, frustrations and raw emotions of real soldiers in this 4-part documentary.",amazon,
s1738,Movie,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Randall Miller,"Robert Carlyle, John Goodman, Sean Astin, Mary Steenburgen, Marisa Tomei, Donnie Wahlberg, Octavia Spencer, Danny DeVito",,,2006,PG-13,104 min,"Arts, Entertainment, and Culture, Comedy, Drama","Frank, a baker by trade, has been consumed by grief over his wife's death. But everything changes when he pulls his bread truck over on a rural highway to help a dying stranger entangled in a car wreck. A heartfelt, nostalgic and gently humorous story about a chance encounter in which one man's dreams become another man's destiny.",amazon,
s1739,Movie,Maria Bamford: Weakness is the Brand,Robert Cohen,Maria Bamford,,,2020,18+,75 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Maria Bamford is back and subjectively better than ever! Weakness is her brand, so get ready to feel much better about yourself. This Lady Dynamite explodes onstage (after 2 (two) naps with her husband Scott and 2 old, pillowy dogs). Let her be the poor example from which your greatness can be determined.",amazon,7.7
s1740,Movie,Maria Bamford: The Special Special Special,Jordan Brady,Maria Bamford,,,2014,18+,50 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Maria Bamford: The Special Special Special,amazon,7.0
s1741,Movie,Margaret Cho: Psycho,John Asher,Margaret Cho,,,2015,18+,82 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Comedian Margaret Cho performs in front of a live audience in this provocative and hilarious comedy special event, tackling off-limits issues from Boko Haram to female empowerment with her razor sharp insight and wit.",amazon,6.2
s1742,TV Show,Marcia Clark Investigates The First 48,,Marcia Clark,,,2018,TV-14,1 Season,Drama,Marcia Clark Investigates The First 48 delves into some of America's most shocking crimes as prosecutor and defense attorney Marcia Clark sifts through evidence presented in the case files.,amazon,
s1743,Movie,Mao's Last Dancer,Bruce Beresford,"Chi Cao, Bruce Greenwood, Penne Hackforth-Jones, Aden Young, Suzie Steen, Madeleine Eastoe",,,2010,PG,118 min,"Arthouse, Drama","""Mao's Last Dancer"" is the inspiring true story of Li Cunxin and his extraordinary journey from a poor upbringing in rural China to international stardom as a world-class ballet dancer. It compellingly captures the struggles, sacrifices and triumphs, as well as the intoxicating effects of first love and celebrity amid the pain of exile.",amazon,
s1744,TV Show,Manson Speaks: Inside the Mind of a Madman,,,,,2017,TV-14,1 Season,TV Shows,"Detective Cliff Shepard isn't convinced that the Manson case is truly closed as over the years, other murders have surfaced that bear a striking resemblance to the Manson Family's methods and targets.",amazon,5.8
s1745,TV Show,Mankind The Story of All of Us,,"Josh Brolin, Brian Williams",,,2016,13+,1 Season,"Documentary, Special Interest","Inside all of us, there is a story to be discovered, simmering age-old questions to be answered - who we are, how did we get here and what came before. From the black hole to the creation of our planet billions of years ago to the emergence of humans, Mankind The Story of All of Us dives through the surface of our universe reaching the core of our existence textbooks never dare reveal.",amazon,
s1746,Movie,Manhattan Undying,Babak Payami,"Luke Grimes, Sarah Roemer",,,2017,16+,88 min,"Drama, Romance, Suspense",A vampire seeks out an artist to paint her a portrait so that she can see her image for the first time.,amazon,
s1747,Movie,Mane Number 13,Vivy Kathiresan,"Ramana, Sanjeiv, Praveen prem, Varsha Bollamma, Aiswarya Gowda, Chetan Gandharva",,,2020,16+,106 min,Horror,"5 IT professionals staying together vacate their house due to a situation. They move into a new house were they start facing horrific incidents at night. It terrifies them to death. When they are about to find out what's happening, they are getting killed one after another. Now they have to find out if it's really haunted or someone planning the terror.",amazon,3.2
s1748,Movie,Mandingo,Richard Fleischer,"Ken Norton, Susan George, Perry King, Richard Ward, James Mason, Brenda Sykes, Lillian Hayman, Roy Poole, Tu Cumbuka, Paul Benedict, Ben Masters",,,1975,R,127 min,"Adventure, Drama","Based on the novel by Kyle Onstott, Mandingo takes the audience beyond the sentimentalized South of other films with uncompromising honesty and realism to show the true brutalizing nature of slavery, which made victims of both owner and slave.",amazon,6.3
s1749,TV Show,Man's World,,"Gaurav Pandey, Gurpreet Saini, Shikha Talsania, Nivedita Shukla, Ramakant Dayma, Ranjini Chakraborty, Silky Khanna, Parineeti Chopra, Kalki Koechlin, Richa Chadda, Soni Razdan, Pritish Nandy, Rhea Chakraborty, Bhumi Pednekar, Miss Malini, Cyrus Sahukar, Shweta Tripathi, Priyanka Bose, Nidhi Singh, Naveen Kasturia, Meiyang Chang, Aditi Singh Sharma, Anupama Chopra, Aditi Mittal",India,,2015,16+,1 Season,Comedy,"What if women treated men, the way men treat women? It is a story about walking a mile in their shoes, in that world. Kiran, the protagonist, believes the world is really unfair to men. Fed up, he prays for the world to flip and for men and women to interchange places. As they say, be careful what you wish for.",amazon,7.3
s1750,Movie,Man With The Golden Arm,Otto Preminger,"Frank Sinatra, Eleanor Parker, Kim Novak, Arnold Stang, Darren McGavin, Robert Strauss, John Conte, Doro Merande, George E. Stone, George Mathews, Leonid Kinskey, Emile Meyer, Jered Barclay, Leonard Bremen, Paul E. Burns, Pete Candoli, Harold 'Tommy' Hart, Shelly Manne, Frank Marlowe, Joe McTurk, Gordon Mitchell, Jack Mulhall, Ralph Neff, Ernest Raboff, Frank Richards, Shorty Rogers, Charles Seel, Martha Wentworth, Will Wright",,,1955,PG-13,120 min,"Drama, Suspense",A powerful story of a drug addict who's trying to leave his poker-dealing past behind after he returns home from prison.,amazon,7.4
s1751,Movie,Man Vs.,Adam Massey,Chris Diamontopoulos,,,2017,13+,85 min,"Drama, Science Fiction, Suspense","When TV host Doug Woods is dropped off in the Canadian wilderness, he's confident he has all the skills necessary to survive the week alone. But when strange things start happening in the forest, Doug realizes he's not the only one out there.",amazon,
s1752,Movie,Man In The Attic,Hugo Fregonese,"Jack Palance, Constance Ginth, Byron Palmar, Frances Bavier, Rhys Williams, Sean McClory, Leslie Bradley",,,1954,PG-13,82 min,"Drama, Suspense","In 1888 the people of London are terrified by a series of murders on the fog-shrouded streets, with the only connection being that all the victims were women and showgirls. Around this time, mild-mannered and secretive pathologist Mr. Slade (Palance) rents an attic apartment in the heart of London. Mr. Slade falls in love with dancer Lily Bonnery (Smith), who does not return his affections. As the police search frantically for ""Jack the Ripper,"" Mr. Slade comes under suspicion for the murders.",amazon,
s1753,Movie,Man From Texas (1948),Leigh Jason,"Lynn Bari, James Craig, Johnnie Johnston, Una Merkel, Wally Ford",,,1948,PG,70 min,Western,"James Craig is torn between his criminal career as the masked bandit named the ""El Paso Kid,"" and the life of a law-abiding citizen with his long-suffering wife Zoe (Bari). Throughout the film, he tells his worried wife ""just one more time,"" but is unable to stop, angering Zoe greatly. However, he does have brief moments of heroics when eh helps the Widoe Weeks *Merkel) save her farm. This was Eagle-Lion Studios first ""big budget"" film.",amazon,5.7
s1754,Movie,Man From Elysian Fields,George Hickenlooper,"Andy Garcia, Mick Jagger, Julianna Margulies, Olivia Williams, James Coburn, Anjelica Huston",,,2001,R,106 min,"Arthouse, Drama","After Byron Tiller (Andy Garcia) fails as a novelist, Luther Fox (Mick Jagger) offers him to join his escort agency named Elysian Fields, which caters to rich women looking for intelligent companionship. Desperate for any kind of income source, Byron takes the job while keeping the whole thing a secret from his loving wife (Julianna Margulies).",amazon,6.6
s1755,Movie,Mambo Italiano,Émile Gaudreault,"Luke Kirby, Claudia Ferri, Peter Miller, Paul Sorvino, Ginette Reno, Mary Walsh, Sophie Lorain",,,2003,R,89 min,"Comedy, Drama, LGBTQ","Angelo Barberini is the oddball son of Italian immigrants Gino and Maria, who inadvertently ended up in Canada rather than the United States. Angelo shocks his parents - and his sister, Anna - by moving out on his own without getting married, and, shortly after that, shocks them further still when he reveals he is gay.",amazon,6.7
s1756,TV Show,Making Their Mark,,"Eddie Betts, Stephen Coniglio, Nic Naitanui, Stuart Dew, Brendon Gale, Damien Hardwick, Peggy O'Neal, Rory Sloane",,,2021,16+,1 Season,"Documentary, Sports, Unscripted","Making Their Mark is an unprecedented journey into the inner sanctum of Australia's greatest sport in the most challenging year in its history. Players, coaches, and executives across six teams in the Australian Football League navigate a year like no other in an exhilarating portrait of elite sport.",amazon,8.4
s1757,Movie,Making of Michael Jordan's Playground,Zack Snyder,Michael Jordan,,,1997,7+,24 min,"Documentary, Special Interest","A behind-the-scenes look at the making of the NBA production, Michael Jordan's Playground.",amazon,
s1758,Movie,Making a Killing,Devin Hume,"Christopher Lloyd, Sally Kirkland, Michael Jai White, Aida Turturro, Mike Starr",,,2018,13+,107 min,"Comedy, Drama, Suspense","Three morticians get caught in a web of greed and deceit, involving buried treasure and a tangled love affair, in this modern day crime mystery that is based on a true story.",amazon,5.0
s1759,Movie,Make Us Dream,Sam Blair,"Steven Gerrard, Michael Owen, Steve Bruce",,,2020,16+,104 min,Documentary,"Steven Gerrard became perhaps the greatest player in the history of Liverpool FC, but did so when success and trophies were declining. It became his personal mission to lift the famous club back to the top. That loyalty raised him to God-like status with Liverpool fans, but was an unbearable burden, bringing with it a profound sense of responsibility to live up to their and his own expectations.",amazon,
s1760,Movie,Make Believe,,,,,2011,NR,36 min,Music Videos and Concerts,"Make Believe, the musicians behind Joan of Arc, challenge their audience with rhythmic, off-kilter rock.",amazon,
s1761,Movie,Make A Wish,Kurt Neumann,"Bobby Breen, Basil Rathbone, Marion Claire, Henry Armetta, Leon Errol, Ralph Forbes",,,1937,PG,82 min,"Arts, Entertainment, and Culture, Comedy","Chip Winters (Breen) and his buddy Pee Wee (Lee) are at a summer boys camp in Main. Chip befriends famous composer Johnny Selden (Rathboth), who is suffering from writers block. He becomes inspired by Chip's single mother Irene (Claire), who is an accomplished retired singer. Johnny soon invites Irene to perform his newest masterpiece. However, Irene's controlling fiancee Walter (Forbes), will not allow it. It's up to Chip, Pee Wee, and a bevy of funny friends to play matchmaker, getting Walter out of the picture for good, and Johnny and Irene together. Singing child actors Bobby Breen and Billy Lee raise the movie up to an unusally heart-warming and low budget musical. Nominated in 1938 for an Academy Award for Best Music and Score.",amazon,5.7
s1762,Movie,Majili,Shiva Nirvana,"Naga Chaitanya, Samantha Ruth, Divyanshya",,,2019,13+,151 min,"Drama, International, Romance",A former cricket player nursing his wounds of a failed relationship takes up the task of training his ex-lover's daughter and in the process discovers his feelings towards his wife and her unrequited love for him.,amazon,7.3
s1763,Movie,Maidentrip,Jillian Schlesinger,Laura Dekker,,,2014,ALL,81 min,"Action, Adventure, Documentary","This riveting documentary chronicles the life and adventures of 14-year-old Laura Dekker, who set out on a two-year voyage in pursuit of her dream to be the youngest person ever to sail around the world alone. In the wake of a yearlong battle with Dutch authorities that sparked a global storm of media scrutiny, Laura explores the world in search of freedom and adventure.",amazon,
s1764,Movie,Mahanati (Telugu),Nag Ashwin,"Keerthi Suresh, Samantha Akkineni, Dulquer Salman, Vijay Devarakonda, Chay Akkineni, Rajendra Prasad, Srinivas Avasarala, Mohan Babu, Krish, Tharun Bhascker Dhaassyam",,,2018,7+,171 min,Drama,"Mahanati is a film about the rise of the first female south Indian superstar - Savitri. Her story one of the most heart wrenching romantic tragedies of our times.This film tells a story of the Mahanati; her life, her journey to fame, and the dramatic downfall. Keerthy Suresh, elegantly brought Savitri to life, and Gemini Ganesan, played by Dulquer Salman, makes this film a true pleasure to watch.",amazon,
s1765,Movie,Magical Playtime with Mila and Morphle,Arthur van Merwijk,,,,2019,ALL,49 min,"Animation, Kids","Come join Mila and her magic pet Morphle as they go on an Easter egg hunt, play with their friends, and look for the missing animals from the zoo!",amazon,
s1766,TV Show,MAGICAL GIRL SITE,,"Yūko Ōno, Himika Akaneya, Aina Suzuki, Yū Serizawa, Haruka Yamazaki",,,2018,NR,1 Season,TV Shows,"It seems only the unfortunate can stumble across this site.That is why they were chosen.Without any place to call her own, Aya only thinks about dying.Bullied at school and abused by her own brother at home.",amazon,5.7
