show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform,imdb_rating
s6704,Movie,The Terrible Adventure,Kel Thompson,"Olivia Thompson, Jackson Thompson, Ciro Dobric, Santo Curatolo, Brett Engle, Kristina Maria Day, Jillian Chiappone",,,2021,ALL,94 min,"Comedy, Kids","When two affluent siblings are faced with losing everything, they spring into action attempting to conquer a contest put on by billionaire Billy Branson.",amazon,
s6705,TV Show,The Shadownsters,,"Laurence Bouvard, Hugo Harrold Harrison, Eric Mayers, Penny Rawlins",,,2015,7+,1 Season,"Animation, Kids","Solomon and Gretta are ready to get some sleep. When their father switches off the light, Gretta falls asleep and Solomon, very scared, tries to hide under the sheets. Suddenly, he hears a weird noise. Solomon is frightened and calls Pancho, his reliable plush, who comes to life and helps him to discover a terrible monster, a Shadownster.",amazon,
s6706,Movie,The Legend of Lizzie Borden,Paul Wendkos,Elizabeth Montgomery,,,1975,13+,96 min,Drama,"Elizabeth Montgomery stars as Lizzie Borden, a 19th-century Massachusetts woman who is put on trial for the brutal slaughter of her father and stepmother in their family home. She is accused of hacking up her parents with an axe after carefully removing her clothes to avoid bloodstains.",amazon,7.6
s6707,Movie,Thathi Thavudhu Manasu,Azhagu Rajasundaram,"Sona, Urvasi Patel, Sindhuri, Mumtaj, Kalabhavan Mani",,,2003,13+,126 min,Romance,"Three village girls who yearn to taste the big city life get to attend a friend's wedding in Chennai. But their joy comes to a halt when their money is stolen, leaving them stranded.",amazon,
s6708,Movie,Netflix vs. the World,Shawn Cauthen,"Derek Cecil, Kevin Costner, Alfonso Cuaron, Antoine Fuqua, Woody Harrelson",,,2020,13+,105 min,"Documentary, Special Interest","Two decades before there was a streaming war, a tiny, broke Silicon Valley company that rented DVDs by mail laid the foundation for a revolution in how the world watches entertainment today.",amazon,
s6709,Movie,Mrs. Whittle's Cottage,Patricia White,"Patricia White, Emily Marsh",,,2021,ALL,46 min,Kids,"Imagine a childhood world of puppets and play where adventures, music and learning come together. Welcome inside the edutainment world of Mrs. Whittle's Cottage.",amazon,
s6710,Movie,Motorama,Barry Shils,"Jordan Christopher Michael, Martha Quinn, Drew Barrymore, Flea, Robert Picardo, Michael J. Pollard, Garrett Morris, Meat Loaf, John Diehl, Dick Miller, Mary Woronov, Jack Nance, Robin Duke, Susan Tyrrell, Allyce Beasley",,,1993,R,89 min,"Drama, Science Fiction","Gus, tired of parental squabbles, decides to steal his dad's red Mustang and hit the highway on a cross-country journey. While on the road, Gus spots a billboard inviting him to play the ""Motorama"" game, a promotional effort by a major gas station that promises winners $500 million dollars.",amazon,
s6711,Movie,Lock Down Love,Emeka Mbadiwe,"Janine Hartmann, John Dominguez, Emeka Mbadiwe",,,2021,13+,69 min,"Drama, Special Interest","Lisa, a plus sized African American woman concludes that her boyfriend dumped her because of her weight. Now in quarantine lockdown, she will use the next 40 days to try and lose the weight, in hopes of winning him back.",amazon,5.5
s6712,Movie,Little Bite In The Big City,Armen Adilkhanyan,Armen Adilkhanyan,,,2013,7+,74 min,"Animation, Kids",A cockroach that lives in a computer processor must prove himself and survive an ongoing battle between predatory street pigeons and beetles to win the girl of his dreams.,amazon,
s6713,Movie,Guardians Of The Lost Code,Benito Fernández,"José Luis Orozco, José A. Toledano, Miguel Calderón",,,2010,7+,90 min,"Action, Animation, Kids","Three friends have been chosen for an ancient ritual, they will be merged with a Brije, a magical animal spirit. Through a synchronizing ritual, they will acquire the powers of their brije needed to save the world from evil forces.",amazon,"5,7"
s6714,Movie,Gandha,Sachin Kundalkar,"Milind Soman, Leena Bhagwat, Anita Date, Seema Deshmukh, Vidula Javalgekar, Yatin Karyekar, Girish Kulkarni, Neena Kulkarni, Sonali Kulkarni, Amruta Subhash",,,2009,13+,100 min,Drama,"The sense of smell dominates the lives of three women from different walks of life. Veena is curious about her college mate Mangesh, Sarang deals with a divorce and Janaki struggles with isolation.",amazon,"7,6"
s6715,TV Show,Founding,,"Sergey Denga, Euphrosyne Melnik, Ksenia Mishina, Olesya Vlasova, Daniil Mireshkin, Shorena Shonia",,,2019,16+,1 Season,Drama,"The well-known surgeon-traumatologist Andrei Donin does not allow anyone to disrupt the usual way of his settled, exquisitely furnished life. Donin is a little over 50, but he looks great, slender, fit, runs in the morning and is not going to age. Suddenly - like a real foundling, thrown under the door - a little girl Alya bursts into his measured life and turns everything upside down.",amazon,7.7
s6716,Movie,First Signal,Mark Lund,"Paul Noonan, Conor Timmis, Wendy Hartman, Patience McStravick, Stephanie Eaton",,,2021,13+,103 min,Science Fiction,When Air Force Space Command receives a signal from an alien satellite in Earth orbit an emergency meeting with the President reveals a government conspiracy.,amazon,6.8
s6717,Movie,Come Morning,Derrick Sims,"Michael Ray Davis, Thor Wahlestedt, Elise Rovinsky, Blake Logan, Maurice Mejia, Dean Denton, Thomas Moore, Richard Ledbetter, Joel Gray, Jeremy Holden",,,2011,16+,76 min,"Arthouse, Drama","Set in rural Arkansas in 1973, Come Morning is the tragic story of Frank and his 10-year-old grandson and the hunting accident that forever changes their lives.",amazon,
s6718,Movie,A Cowgirl's Story,Timothy Armstrong,Bailee Madison,,,2017,PG,98 min,"Comedy, Drama",Dusty Rhodes (Bailee Madison) & her grandfather (Pat Boone) rely on their faith & each other while her parents serve in the Afghanistan War.,amazon,"5,7"
s6719,Movie,8aam Number Veedu,Chinna,"Chinna, Mayuri, Vinod Kumar, Kota Srinivasa Rao",,,2011,18+,114 min,Horror,"Pavan moves into a new house with his wife, Pallavi, and two children. When unnatural events begin to occur in the house, he consults a exorcist who makes a stunning revelation about Pallavi.",amazon,
s6720,Movie,White God,Kornél Mundruczó,"Zsófia Psotta, Luke & Body, Sándor Zsótér, Szabolcs Thuróczy, Lili Monori, László Gálffi, Lili Horváth",,,2015,R,121 min,"Drama, Horror","Lili is forced to give up her dog Hagen because its mixed-breed is deemed ""unfit"" by The State. She and the dog begin a journey back to each other, while all of the ""unfit"" dogs rise up under a new leader, Hagen.",amazon,
s6721,Movie,We Two - Naam Iruvar,A. V. Meiyappan,"T.R.Mahalingam, T. A. Jayalakshmi, Kamala Kumari, T. R. Ramachandran, V. K. Ramasamy",,,1947,ALL,130 min,Drama,"T.R.Mahalingam, the son of a black-marketer who falls in the company of evil friends and invests his money in making a film as per their advice. The film never sees the light of the day and leaves T.R.Mahalingam heavy in debts. He is eventually questioned by financiers and when he fails to pay them, is dragged to court. How he is rescued from his perilous situation forms the movie climax.",amazon,
s6722,Movie,Vaasta,Satish Ramamoorthy,"Niraj Pandey, Falak Khan, Ankita Pandey, Aparna Desai",,,2021,16+,73 min,"Arthouse, Horror","A manic depressed chocolatier after losing his wife in a tragic accident meets an enigmatic mysterious schizophrenic, and her beautifully abusive twin with a horribly dark past.",amazon,"6,9"
s6723,Movie,Track The Mystery,PAWAN SHARMA,"Hemant Pandey, Sukhvinder Chahal, Gauri Wankhede, Payal Sharma, Sahil Farooqui, Manish Sharma, Anchal Kandari",,,2021,13+,81 min,"Action, Suspense","A group of four young people is going to a party at a hill station. They have a tourist guide with them too. But unfortunately, one of their friends is murder mysteriously in the jungle and Later on, they also come to know that their tour guide is a drug peddler. Now the police is investigating all the aspects of crime to solve the mystery of the murder.",amazon,
s6724,Movie,The Mission,TC,"TC, Tracie Busca, Malcom Hall, Michael Pham",,,2021,18+,63 min,"Arts, Entertainment, and Culture, Comedy","TC wakes up with no recollection of what happened the night before. All she can do is hope her friends can help her. Now, she's on a mission to find out what happened to the Money and The Bag.",amazon,
s6725,Movie,The Forgotten,Oliver Frampton,"Clem Tibber, Elarica Johnson, Shaun Dingwall, Lyndsey Marshal",,,2017,13+,89 min,Horror,"When a father and son are forced to squat in an empty London council estate scheduled for demolition, 14 year old Tommy starts to hear strange noises.",amazon,
s6726,Movie,The Flip Side,Marion Pilowsky,"Eddie Izzard, Emily Taheny, Vanessa Guide",,,2020,16+,91 min,"Arthouse, Comedy, Drama","Australian madness via the visitors-from-hell mixed with love, lust and a bloody good shiraz.",amazon,
s6727,Movie,The Final Code,Carlo Fusco,"Ieva Lykos, Mara Stefan, Chip Chiupka, Sally Kirkland, Syama Rayner, Burt Young, Aaron Stielstra",,,2021,16+,124 min,Drama,"Imprisoned for 17 years by her father in the basement of their home, who knows what could save Sharon and her seven sibling -sons? Based on a real story. Accolade competition award of merit best Director, feauture film, special mention in a leasing role ieva lykos. American Golden Picture F.F. honorable mention Carlo Fusco. Hollywood Gold Awards. LAFA Best Director. Silver Awards best actress NY",amazon,5.6
s6728,Movie,The Changeover,"Miranda Harcourt, Stuart McKenzie","Timothy Spall, Melanie Lynskey, Lucy Lawless",,,2019,16+,93 min,Suspense,"After receiving a stamp on his hand by the shopkeeper at a strange toy shop, a young boy grows sick forcing his sister to turn to the dark arts of Witchcraft and ""change over"" into a witch in an attempt to rid him of the evil spirit.",amazon,
s6729,Movie,The Ballad of Billy McCrae,Chris Crow,"David Hayman, Sianad Gregory, Ian Virgo",,,2021,13+,93 min,"Action, Drama, Suspense","Chris Blythe returns to his home town in Wales after losing a fortune in Canada. He falls in love with Elen, a volatile and charismatic woman. But Elen's father Billy is a dangerous man and Chris finds himself torn between love and hate...",amazon,5.3
s6730,Movie,Straight Edge Kegger,Jason Zink,"Cory Kays, Sean Jones, Evey Reidy, Julio Alexander",,,2019,NR,78 min,"Horror, Suspense","After he his straight edge friends go too far, a young punk decides to leave them behind for a house party, but its short lived after masked intruders begin making sure no one gets out alive.",amazon,4.7
s6731,Movie,Starfish,Bill Clark,"Joanne Froggatt, Tom Riley, Ellie Copping, Michelle Dotrice, Phoebe Nicholls",,,2020,16+,95 min,"Drama, Romance",Tom has a perfect life until a devastating illness strikes. This is a story of the survival of love against all odds.,amazon,
s6732,Movie,Shedding,Jake Thomas,"Lex Quarterman, Karla Droege, Jacquelyn Zook",,,2020,16+,76 min,Drama,"A house cat who dreams of exploring the outside world gets his wish when he mysteriously transforms into a human. On his daylong journey, he helps a grieving mother and daughter at odds over a personal loss find peace.",amazon,
s6733,Movie,Scavengers,Giovanni Jennings,"Christian Mohr, Cole Voss, Anisa Maggiore, Gabriel Dy, Atticus Musashi Slosson, Andrew Gomez, Sienna Ishihara, Melanie Jennings, Robert Jennings, David Adams",,,2021,13+,46 min,"Drama, Suspense","Ben, a senior in high school, finds a paper clue leading to the wilderness surrounding his town. He teams up with his best friends who experience the hunt with him as things get dark.",amazon,4.5
s6734,Movie,Return To Blood Fart Lake,Chris Seaver,,,,2021,18+,72 min,Horror,"Many years have passed since the tragic events at Blood Fart Lake, where Jimmy dispatched a bunch of party going, cabin dwelling kids before he could be stopped by Ben Scrivens & his red neck pal, Leo Dechamp. Now Jimmy has returned, this time preying on a group of ""Spirit Hunters"" searching for the truth to his killings, & Ben must track down Leo before they're added to his list of victims!",amazon,
s6735,Movie,Results,Andrew Bujalski,"Guy Pearce, Cobie Smulders, Kevin Corrigan, Giovanni Ribisi, Anthony Michael Hall, Brooklyn Decker, Constance Zimmer",,,2015,R,105 min,Comedy,"Divorced, rich, and utterly miserable, Danny [Kevin Corrigan] goes to the local gym, where he meets guru/owner Trevor [Guy Pearce] and irresistibly caustic trainer Kat [Cobie Smulders]. Their three lives are knotted, both professional and personally.",amazon,5.4
s6736,TV Show,Pinkfong Arts & Crafts: Wonderstar,,,,,2021,ALL,1 Season,"Animation, Kids",Fluffy! Squishy! It is Pinkfong and Hogi's arts and crafts time! Follow Pinkfong and Hogi and create the softest squishies!,amazon,
s6737,Movie,Open,Jack Eve,"Pippa Bennett-Warner, Jack Eve, Oliver Johnstone",,,2021,13+,72 min,"Drama, Romance",A former professional golfer attempts to qualify for The Open Championship having taken a break from the game due to experiencing a trauma. On his comeback he meets a woman who is recovering from a trauma of her own. The peace and beauty of the golf course provides them with the platform they need to form an unbreakable bond.,amazon,6.7
s6738,Movie,Ms. White Light,Paul Shoulberg,"Roberta Colindrez, Zachary Spicer, John Ortiz, Judith Light",,,2020,16+,95 min,"Comedy, Drama","Lex Cordova, is a young woman who counsels terminally ill clients that have trouble letting go. While proving uniquely talented in her ability to connect with the dying, Lex is at a total loss when it comes to dealing with everyone else.",amazon,
s6739,Movie,Monsters of Man,Mark Toia,"Neal McDonough, Brett Tutor, Jose Rosete, David Haverty, Paul Haapaniemi",,,2020,16+,132 min,"Action, Science Fiction","A robotics company teams up with a corrupt CIA agent undergoing an illegal, unsanctioned military operation. Dropping four prototype robots into a suspected drug manufacturing camp in the Golden triangle that no one will miss. Six doctors on a good cause witness the brutal slaughter of an innocent village and are forced into a deadly game of cat and mouse as they become the new targets.",amazon,5.4
s6740,Movie,Money Fight,James Boss,"James Boss, Eric Park, Abel Ryu, Pedro Lanre",,,2021,18+,111 min,"Action, Comedy, Horror","A group of friends decides to document their lives as they search for an underground fight club that exists within the dark web. They put everything on the line for money, respect, and friendship. But when is the point of no return? And will they find their silver lining?",amazon,"7,3"
s6741,Movie,Misrule,Matthew Goddard,"Lee Knight, Caroline Burns Cooke, Arron Blake",,,2021,18+,90 min,"Drama, LGBTQ, Suspense","Security Services officer Christian, confused and unsure of who he really is, must come to terms with his own identity while on the hunt for a Russian agent responsible for the deaths of British troops.",amazon,
s6742,Movie,Jolt,Tanya Wexler,"KATE BECKINSALE, JAI COURTNEY, STANLEY TUCCI, BOBBY CANNAVALE, LAVERNE COX, CONSTANTINE GREGORY, ORI PFEFFER, DAVID BRADLEY, SUSAN SARANDON, LEWIS BRAYNATHAN, COOPER JOSEPH GROGAN, SOPHIE SANDERSON, STEVEN OSBORNE, TOM XANDER, EVAN SHARP, SAVVY CLEMENT, SIMON BULLOK, HARRY ANICHKIN, BRAYDEN PINDUR, LILI RICH, CHLOE RAHAL, CHLOE SARBIB, MARA CHAPANOVA, JAMES GROGAN, ADAM BRASHAW, CHRISTIAN BRASSINGTON, VASIL YORDANOV, EUGENE BUICA, JENNIFER SNODGRASS, GENADIY GANCHEV",,,2021,R,91 min,Action,"A bouncer with a slightly murderous anger-management problem that she controls with the help of an electrode-lined vest she uses to shock herself back to normalcy whenever she gets homicidal. After the first guy she's ever fallen for is murdered, she goes on a revenge-fueled rampage to find the killer while the cops pursue her as their chief suspect.",amazon,5.6
s6743,Movie,IKKAT,Esham & Haseen Khan,"Nagabhushana, Bhoomi Shetty, Sundar, RJ Vikki, Anand Ninasam, Naveen Chethana",,,2021,13+,125 min,"Comedy, Drama",A couple on the verge of divorce have to stay together during lockdown as a nasty surprise awaits them.,amazon,7.1
s6744,Movie,How I Live Now,Kevin Macdonald,"Saoirse Ronan, George MacKay, Tom Holland, Harley Bird, Anna Chancellor",,,2013,R,101 min,"Drama, Romance, Suspense","Set in the near-future UK, Saoirse Ronan plays Daisy, an American teenager sent to stay with relatives in the English countryside. Initially withdrawn and alienated, she begins to warm up to her charming surroundings and strikes up a romance with the handsome Edmund (George MacKay). But on the fringes of their idyllic summer days are tense news reports of an escalating conflict in Europe. As the UK falls into a violent, chaotic military state, Daisy finds herself hiding and fighting to survive.",amazon,6.5
s6745,TV Show,Helix Studios Presents,,"Alex Riley, Travis Stevens, Max Carter, Johnny Hands, Garrett Kinsley, Riley Finch, Jacob Hansen, Trevor Harris",,"July 23, 2021",2020,18+,2 Seasons,"Comedy, LGBTQ, Romance",Queer anthology series surrounding the lives of young guys who are out to have a good time.,amazon,
s6746,Movie,Healing From Hate,Peter Hutchison,"Frankie Meeink, Tony McAleer, Michael Kimmel",,,2021,18+,85 min,Documentary,"Documenting a stunning era of hatred in America, Healing From Hate follows members of Life After Hate - an organization founded by ex-hate group leaders - in their work to de-radicalize White Nationalists and heal communities torn apart by racism.",amazon,
s6747,Movie,Gun and a Hotel Bible,"Alicia Joy LeBlanc, Raja Gosnell","Bradley Gosnell, Daniel Floren, Mia Marcon, George Christopher, Grace Fae",,,2021,16+,58 min,Drama,"Based on an award-winning play, ""Gun and a Hotel Bible"" is the story of a young man on the verge of a violent act (Pete), and his encounter with a personified hotel bible (Gideon). Can Gideon sway Pete before Pete pulls the trigger?",amazon,"4,3"
s6748,Movie,Fallen,LEE Jeong-sub,"Yang Ji, Han Sung Min, Jang Tae Young",,,2021,16+,114 min,"Drama, Science Fiction","A world renowned Sci -fi writer as well as best-selling author 'Baek Jo-Kyoung'. She is now under threat of being stigmatized in society, as her private life and malicious hidden camera of hers were discovered. Soon later she is kidnapped at the bar unconscious. She wakes up in a bloody drum in a strange warehouse.",amazon,"7,0"
s6749,Movie,Exodus,Logan Stone,"Jimi Stanton, Janelle Snow, Charles Andrew Gardner, Keith Jardine, Hannah Kloepfer, James McKinney, Zachary Gossett, Dan Gonón",,,2021,7+,75 min,"Action, Drama, Science Fiction","In a post-rapture world, an enforcer who prevents defections from the struggling populous, discovers a VHS-tape that proves the existence of a portal to paradise. He embarks on a journey to the door, evading vengeful pursuers along the way.",amazon,
s6750,Movie,Deivapiravi,Krishnan-Panju,"Sivaji Ganesan, Padmini, S. S. Rajendran, K. A. Thangavelu, M. N. Rajam",,,1960,ALL,182 min,"Comedy, Drama, Kids","Sivaji Ganesan, a civil contractor loves Padmini and marries her. Sivaji takes care of Padmini's mother and her brother along with his younger brother. Meanwhile Sivaji gives shelter to his father's mistress and her daughter. The evil ladies allege Padmini for loose morals. In the event Sivaji scolds Padmini and S.S.Rajendran. The rest of the story is how they come into good terms.",amazon,"5,9"
s6751,Movie,Daniel Isn't Real,Adam Egypt Mortimer,"Patrick Schwarzenegger, Miles Robbins, Sasha Lane, Mary Stuart Masterson, Hannah Marks",,,2019,18+,100 min,"Horror, Suspense","Traumatized 8-year old Luke invents an imaginary friend named Daniel who leads them both into a world of fantasy and imagination. After Daniel tricks Luke into doing something terrible, Luke is forced to lock him away. Twelve years later, Luke brings Daniel back – and he now appears as a charming, manipulative young man with a terrifying secret agenda.",amazon,6.1
s6752,Movie,Curse of Aurore,Mehran C. Torgoley,"Llana Barron, Lex Wilson, Jordan Kaplan, Agathe Salzmann, Casey Nolan, Roxane Delisle, Mike D. Smith",,,2021,18+,90 min,"Drama, Horror","A ""Dark Web"" thumb drive reveals footage of three American filmmakers in rural Quebec researching a historic child murder case. After witnessing several disturbing paranormal occurrences, they attempt to communicate with the spirit of the child.",amazon,
s6753,Movie,Blippi's Summer Games,Stevin John,Stevin John,,,2021,ALL,40 min,Kids,"Blippi is an educational kids show tailored for children ages 2-5 years old. In this special episode, Blippi goes on an awesome sporty summertime adventure!",amazon,
s6754,Movie,Beware of Dog,Nadia Bedzhanova,"Marina Vasileva, Buddy Duress, Paula Knüpling, Gladston Makhib, Yelena Nesterova",,,2021,16+,85 min,"Drama, Romance","In Moscow, a woman struggles with severe OCD, while her cousin in Berlin tries to build a romantic relationship ignoring her own mental issue. Meanwhile, in New York City, a heartbroken boxer fights addiction in the aftermath of a break-up.",amazon,
s6755,TV Show,Babar,,"Gordon Pinsent, Stuart Stone, Janet-Laine Green, Tara Strong",,"July 23, 2021",2000,TV-Y,4 Seasons,"Animation, Comedy, Kids","The charming, classic adventures of Babar, the King of the Elephants, and his family and friends.",amazon,
s6756,Movie,Age Of Summer,Bill Kiely,"Percy Hynes White, Jake Ryan, Charlotte Sabina, Diarmaid Murtagh, Peter Stormare",,,2018,16+,89 min,Comedy,A determined teenage boy struggles to find acceptance within the Jr. Lifeguards while juggling relationships and challenges in the summer of 1986.,amazon,"5,6"
s6757,Movie,Yakov Smirnoff: Jokes From The Folks,Yakov Smirnoff,Yakov Smirnoff,,,2004,16+,45 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Experience some of the funniest moments from Yakov's ""Branson Today"" talk show. There's always something funny about Yakov, but there's something even funnier about his audience!",amazon,
s6758,Movie,Underground,Arthur H. Nadel,,,,1970,7+,100 min,Action,An American intelligence agent attempts to kidnap a top Nazi general.,amazon,
s6759,Movie,Thunderbird 6,David Lane,"Peter Dyneley, Sylvia Anderson, Shane Rimmer, Jeremy Wilkin, Matt Zimmerman, David Graham",,,1968,G,89 min,Animation,"Those world-famous electronic puppets The International Rescue Team are back with excitement, mystery and thrills ahead after they are faced with a plot to steal their fabulous fleet of rescue planes.",amazon,"6,4"
s6760,TV Show,The Wolf Princess,,"Jason Gu, Ning Kang, Huizi Sheng, Jicai Gao",,,2021,18+,1 Season,"Comedy, Romance","The Wolf Princess Yan Qing (Jiacheng Gu), a rebellious man, accidentally meets the Nanchu princess Linglong (Ning Kang) who has a dual personality. They gradually develop feelings for each other. Eventually, Yan Qing has deeYan Qing (Jiacheng Gu), a rebellious man, accidentally meets the Nanchu princess Linglong (Ning Kang) who has a dual personality.",amazon,
s6761,Movie,The Chinese Caper,Paul Leder,"Geoffrey Deuel, Victor Buono, Meredith MacRae",,,1975,13+,88 min,"Action, Drama","An American ex-patriot is on the run from the law. There's no place to run or hide. His only hope is a girl with strong ties to the Chinese Mafia. It's kill or be killed as danger and death lurk behind every corner and in China, there are a thousand ways to die.",amazon,"3,8"
s6762,Movie,Thayumanavan,Saravanan,"Saravanan, Prema, Srichandana, Babloo Prithviraj, Sriman",,,2003,ALL,144 min,Drama,"The protagonist is a jailer. He places three prisoners under house arrest. When enquired they tell him why they have an aversion towards womenfolk due to the bad experience they had in their life, the reason for which they were jailed. The cop attempts to prove to them that not all women are bad.",amazon,
s6763,TV Show,Starhunter Redux,,"Clive Robertson, Tanya Allen, Dawn Stern, Stephen Marcus, Paul Fox",,,2003,TV-PG,2 Seasons,Science Fiction,"Before Firefly, before Killjoys, before the Mandalorian, there was Starhunter. The original bounty hunter in space series is now re-released with new effects, new sound and new scenes. In Season Two, Dante's son chases bounties, while searching for his lost father and discovering his own special powers.",amazon,
s6764,TV Show,Roots Less Traveled,,Faruq Tauheed,,,2020,TV-G,1 Season,"Documentary, Kids, Special Interest","Follow two family members as they set out on an adventure to solve a mystery in their family tree. Along the way they gain a newfound bond for each other while uncovering their shared heritage. From rumors of a relative who sailed on the Titanic to stories of homesteaders forging new paths, our duo will discover the truth behind the tales that have been passed down in their family.",amazon,"8,1"
s6765,Movie,R.E.G.I.N.A. I Am,Matt Spease,"Hanleigh Baker, Matt Spease, Alivea Disney, Susan Meek, Mercedez Shaw, Allison Bryer, Ryan Heumier, Ryan Abbott, Ashley Brewer, Amielynn Woodall, Becky Bartlett, Misty Jezierski, Cj Bernard, Shalonda Michelle, Jonathan Nahlen, Jade Michael LaFont, James A. Janisse, Holly Petty, Bailey Freeman, Emily McClendon, Evan Goodman, Vaughn Rich",,,2020,ALL,107 min,"Arts, Entertainment, and Culture, Comedy, Science Fiction","A genius inventor named Shawn creates a female robot named R.E.G.I.N.A. who his family mistake for his new girlfriend. Meanwhile Shawn's friend Matthew Hudson is wanting Shawn to sign a military contract, which Shawn always refuses, so Matthew conspires with a manipulative Doctor to make Shawn sign the contract, who in return will try to make the rest of the Kent's give him all of their wealth.",amazon,2.9
s6766,Movie,Pass the Light,Malcolm J. Goodwin,"Cameron Palatas, Alexandria Deberry, Jon Gries, Milena Govich, Dalpre Grayer, Colby French, Lawrence Saint-Victor",,,2020,16+,112 min,Drama,Pass The Light follows a 17 year old H.S student name Steve Bellafiore (Cameron Palatas) who runs for Congress because he is disturbed by the message of hatred and intolerance espoused by the popular candidate Franklin Baumann (Jon Gries).,amazon,
