show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform,imdb_rating
s3304,Movie,Amal,Richie Mehta,"Rupinder Nagra, Naseeruddin Shah, Seema Biswas, Koel Purie, Vik Sahay, Roshan Seth",Canada,,2008,18+,104 min,Drama,"Amal is an emotionally evocative story about an auto-rickshaw driver in New Delhi (Amal) who is content with his small, but vital role in life. One day he drives an eccentric billionaire (G.K. Jayaram) who, is searching the streets for the last morsel of humanity and someone he can leave all his money to, and Amal's life may change forever.",amazon,"7,5"
s3305,TV Show,Always Greener,,"John Howard, Anne Tenney, Michala Banas, Daniel Bowden, Abe Forsythe, Natasha Lee, Scott Major, Caitlin McDougall, Bree Walters, Clayton Watson, Denise Roberts, Andrew Clarke, Georgie Shew, Peter Corbett, Merridy Eastman, Bree Desborough, Nathaniel Dean, Steven Rooke, Matt Passmore",,,2003,16+,2 Seasons,"Comedy, Drama","Every city-dweller daydreams sometimes about dropping out of the rat-race and moving to the country. Every country-dweller wonders what it might be like to try their luck in the ""Big Smoke"". Always Greener is the story of two families who actually dare to give it a go.",amazon,"7,9"
s3306,Movie,Alternate Nostril Breathing,Mark Knight,Anne-Marie Newland,,,2016,ALL,7 min,"Fitness, Special Interest","This breathing practice will reduce stress, calm the body and focus the mind, while also increasing energy. It is easy to begin this awareness by implementing five simple steps. This is perfect for short everyday relaxation before your exercise practice.Classically trained in the art of yoga in India and Canada, Anne-Marie Newland presents her own dynamic style of yoga known as Sun-Power Yoga.",amazon,
s3316,Movie,Alley Cat,"Victor M. Ordonez, Ed Palmos (as Edward Victor), Al Valletta","Karin Mani, Robert Torti, Britt Helfer, Michael Wayne, Jon Greene, Jay Fisher, Claudia Decea, Tim Cutt, Jay Walker, Moriah Shannon",,,1970,R,83 min,Action,"Billie Clark is twenty, smart and pretty. She's also a black belt in karate. When the young woman beats up a gang of thugs trying to steal her tires, they retaliate by murdering her grandparents. She vows to see justice done and avenge their deaths.",amazon,"5,4"
s3318,Movie,All She Wishes,Letia Clouston,"Lexi Giovagnoli, Calum Worthy, Diedrich Bader, Julia Duffy",,,2014,7+,89 min,Drama,"When her birthday wish magically summons wacky Hollywood actor Drake to her small Midwestern town, Sophie has to figure out how to help him fit in until she can get him back home. But Drake is more interested in helping Sophie stand out.",amazon,"5,8"
s3319,Movie,All Roads Lead Home,Dennis Fallon,"Peter Coyote, Jason London, vivien Cardone, Peter Boyle, Patton Oswalt",,,2020,7+,113 min,Drama,"When Belle, struggling with the loss of her mom, is sent to live with her grandfather, she soon becomes the savior of all living things! An old race horse and Atticus the dog change Belle's life, and in turn the life of those who love her.",amazon,"5,9"
s3326,TV Show,All or Nothing (TV-14),,"Jeffrey Lurie, Doug Pederson, Carson Wentz, Zach Ertz, Malcolm Jenkins, Brandon Graham",,,2020,16+,5 Seasons,TV Shows,"One season has passed since Philadelphia’s first Super Bowl championship and expectations are once again soaring. Carson Wentz, Pro Bowl tight end Zach Ertz and defensive stalwarts Malcolm Jenkins, Fletcher Cox, and Brandon Graham lead a loaded roster intent on returning the Lombardi Trophy to Philadelphia, where the Eagles are more than just a football team-they’re a way of life.",amazon,"7,5"
s3327,TV Show,All or Nothing,,"Zach Ertz, Brandon Graham, Doug Pederson, Jeffrey Lurie, Malcolm Jenkins, Carson Wentz",,,2020,16+,5 Seasons,"Documentary, Sports, Unscripted","One season has passed since Philadelphia’s first Super Bowl championship and expectations are once again soaring. Carson Wentz, Pro Bowl tight end Zach Ertz and defensive stalwarts Malcolm Jenkins, Fletcher Cox, and Brandon Graham lead a loaded roster intent on returning the Lombardi Trophy to Philadelphia, where the Eagles are more than just a football team – they’re a way of life.",amazon,"7,5"
s3329,Movie,Alien Uprising,Dominic Burns,"Jean-Claude Van Damme, Bianca Brigitte VanDamme, Sean Brosnan",,,2013,R,101 min,"Action, Science Fiction","A group of friends awake one morning to find all electricity and power shut off, and an immense alien aircraft hovering in the air above their heads. Suddenly this regular group of friends is battling to survive, as the entire human race is threatened by the alien army hovering ominously above.",amazon,"3,1"
s3331,Movie,Alien Crash Retrievals,J. Michael Long,"OH Krill, Paul Jameson, Robert Pitt",,,2016,,67 min,Special Interest,Learn the shocking truth about Extraterrestrial beings on Planet Earth. World governments and military factions are not only aware of the Alien presence; they may be in communication with alien races via an exchange program...,amazon,"5,2"
